Taxon,Divergence
 GCA_900106945.1,Pseudomonadota
 GCA_900114775.1,Pseudomonadota
 GCA_000397065.2,Pseudomonadota
 GCA_000170835.1,Pseudomonadota
 GCA_008795985.1,Pseudomonadota
 GCA_007671675.1,Pseudomonadota
 GCA_900142385.1,Pseudomonadota
 GCA_007671655.1,Pseudomonadota
 GCA_001043175.1,Pseudomonadota
 GCA_003315345.1,Pseudomonadota
 GCA_002258215.1,Pseudomonadota
 GCA_003336705.1,Pseudomonadota
 GCA_000830985.1,Pseudomonadota
 GCA_001854125.1,Pseudomonadota
 GCA_900115175.1,Pseudomonadota
 GCA_002744735.1,Pseudomonadota
 GCA_003096655.1,Pseudomonadota
 GCA_000376785.1,Pseudomonadota
 GCA_000422325.1,Pseudomonadota
 GCA_000686905.1,Pseudomonadota
 GCA_900119735.1,Pseudomonadota
 GCA_900112235.1,Pseudomonadota
 GCA_900108915.1,Pseudomonadota
 GCA_000591415.1,Pseudomonadota
 GCA_003206155.1,Pseudomonadota
 GCA_002179555.1,Pseudomonadota
 GCA_003006155.1,Pseudomonadota
 GCA_004364315.1,Pseudomonadota
 GCA_000761475.1,Pseudomonadota
 GCA_000409775.1,Pseudomonadota
 GCA_000759345.1,Pseudomonadota
 GCA_900100755.1,Pseudomonadota
 GCA_900102875.1,Pseudomonadota
 GCA_000620045.1,Pseudomonadota
 GCA_009902005.1,Pseudomonadota
 GCA_900104135.1,Pseudomonadota
 GCA_004363555.1,Pseudomonadota
 GCA_900116405.1,Pseudomonadota
 GCA_003056305.1,Pseudomonadota
 GCA_000425725.1,Pseudomonadota
 GCA_008274785.1,Pseudomonadota
 GCA_006540005.1,Pseudomonadota
 GCA_007989465.1,Pseudomonadota
 GCA_014192055.1,Pseudomonadota
 GCA_002549795.1,Pseudomonadota
 GCA_014192215.1,Pseudomonadota
 GCA_900100195.1,Pseudomonadota
 GCA_011742915.1,Pseudomonadota
 GCA_900142895.1,Pseudomonadota
 GCA_000334215.1,Pseudomonadota
 GCA_013415125.1,Pseudomonadota
 GCA_000236035.1,Pseudomonadota
 GCA_007991175.1,Pseudomonadota
 GCA_000377665.1,Pseudomonadota
 GCA_900110265.1,Pseudomonadota
 GCA_000275725.1,Pseudomonadota
 GCA_003989795.1,Pseudomonadota
 GCA_900111305.1,Pseudomonadota
 GCA_900103865.1,Pseudomonadota
 GCA_007989625.1,Pseudomonadota
 GCA_900128925.1,Pseudomonadota
 GCA_900102945.1,Pseudomonadota
 GCA_000378505.1,Pseudomonadota
 GCA_900113605.1,Pseudomonadota
 GCA_000731955.1,Pseudomonadota
 GCA_000526695.1,Pseudomonadota
 GCA_002157205.1,Pseudomonadota
 GCA_002155145.1,Pseudomonadota
 GCA_003385845.1,Pseudomonadota
 GCA_900112585.1,Pseudomonadota
 GCA_000382245.1,Pseudomonadota
 GCA_003633775.1,Pseudomonadota
 GCA_000422425.1,Pseudomonadota
 GCA_001995095.2,Pseudomonadota
 GCA_000422865.1,Pseudomonadota
 GCA_900167095.1,Pseudomonadota
 GCA_001528745.1,Pseudomonadota
 GCA_000378045.1,Pseudomonadota
 GCA_900108065.1,Pseudomonadota
 GCA_004339595.1,Pseudomonadota
 GCA_900155945.1,Pseudomonadota
 GCA_003014615.1,Pseudomonadota
 GCA_900107855.1,Pseudomonadota
 GCA_000691225.1,Pseudomonadota
 GCA_009821115.1,Pseudomonadota
 GCA_000620085.1,Pseudomonadota
 GCA_000153345.1,Pseudomonadota
 GCA_900111095.1,Pseudomonadota
 GCA_900113275.1,Pseudomonadota
 GCA_000619885.1,Pseudomonadota
 GCA_900089755.1,Pseudomonadota
 GCA_004363305.1,Pseudomonadota
 GCA_001639745.1,Pseudomonadota
 GCA_001639725.1,Pseudomonadota
 GCA_004362145.1,Pseudomonadota
 GCA_000192865.1,Pseudomonadota
 GCA_000214215.1,Pseudomonadota
 GCA_000521805.1,Pseudomonadota
 GCA_013372285.1,Pseudomonadota
 GCA_003259225.1,Pseudomonadota
 GCA_003721245.1,Pseudomonadota
 GCA_900129155.1,Pseudomonadota
 GCA_900089775.1,Pseudomonadota
 GCA_003387375.1,Pseudomonadota
 GCA_000153185.1,Pseudomonadota
 GCA_000423605.1,Pseudomonadota
 GCA_000940805.1,Pseudomonadota
 GCA_900156675.1,Pseudomonadota
 GCA_000422845.1,Pseudomonadota
 GCA_002864045.1,Pseudomonadota
 GCA_001647025.2,Pseudomonadota
 GCA_000710775.1,Pseudomonadota
 GCA_000364625.1,Pseudomonadota
 GCA_900105995.1,Pseudomonadota
 GCA_900188455.1,Pseudomonadota
 GCA_000759535.1,Pseudomonadota
 GCA_000425785.1,Pseudomonadota
 GCA_000731675.1,Pseudomonadota
 GCA_002021815.1,Pseudomonadota
 GCA_900536025.1,Pseudomonadota
 GCA_900497695.1,Pseudomonadota
 GCA_004025535.1,Pseudomonadota
 GCA_006438915.1,Pseudomonadota
 GCA_003732705.1,Pseudomonadota
 GCA_900106065.1,Pseudomonadota
 GCA_002813455.1,Pseudomonadota
 GCA_900105115.1,Pseudomonadota
 GCA_003945765.1,Pseudomonadota
 GCA_900105185.1,Pseudomonadota
 GCA_007858285.1,Pseudomonadota
 GCA_001439805.1,Pseudomonadota
 GCA_007858185.1,Pseudomonadota
 GCA_001439735.1,Pseudomonadota
 GCA_900111895.1,Pseudomonadota
 GCA_001647715.1,Pseudomonadota
 GCA_001870435.1,Pseudomonadota
 GCA_900105735.1,Pseudomonadota
 GCA_000585995.1,Pseudomonadota
 GCA_900475285.1,Pseudomonadota
 GCA_001043055.1,Pseudomonadota
 GCA_013385425.1,Pseudomonadota
 GCA_900475325.1,Pseudomonadota
 GCA_004364335.1,Pseudomonadota
 GCA_000759445.1,Pseudomonadota
 GCA_000761155.1,Pseudomonadota
 GCA_900101755.1,Pseudomonadota
 GCA_900104265.1,Pseudomonadota
 GCA_900142655.1,Pseudomonadota
 GCA_900112645.1,Pseudomonadota
 GCA_001839655.1,Pseudomonadota
 GCA_900100535.1,Pseudomonadota
 GCA_900113745.1,Pseudomonadota
 GCA_900105355.1,Pseudomonadota
 GCA_900110925.1,Pseudomonadota
 GCA_000498575.2,Pseudomonadota
 GCA_900115555.1,Pseudomonadota
 GCA_900188155.1,Pseudomonadota
 GCA_900100495.1,Pseudomonadota
 GCA_007830155.1,Pseudomonadota
 GCA_900099785.1,Pseudomonadota
 GCA_900103845.1,Pseudomonadota
 GCA_003935375.1,Pseudomonadota
 GCA_000495915.1,Pseudomonadota
 GCA_000802425.1,Pseudomonadota
 GCA_900115715.1,Pseudomonadota
 GCA_014191985.1,Pseudomonadota
 GCA_000421765.1,Pseudomonadota
 GCA_001580025.1,Pseudomonadota
 GCA_900104945.1,Pseudomonadota
 GCA_900105005.1,Pseudomonadota
 GCA_900115905.1,Pseudomonadota
 GCA_014219065.1,Pseudomonadota
 GCA_002903165.1,Pseudomonadota
 GCA_900114765.1,Pseudomonadota
 GCA_900105255.1,Pseudomonadota
 GCA_003402235.1,Pseudomonadota
 GCA_008064665.1,Pseudomonadota
 GCA_902705825.1,Pseudomonadota
 GCA_000764025.1,Pseudomonadota
 GCA_003752585.1,Pseudomonadota
 GCA_000373485.1,Pseudomonadota
 GCA_000422345.1,Pseudomonadota
 GCA_000420325.1,Pseudomonadota
 GCA_003688415.1,Pseudomonadota
 GCA_000153445.1,Pseudomonadota
 GCA_003762925.1,Pseudomonadota
 GCA_000423345.1,Pseudomonadota
 GCA_000377745.1,Pseudomonadota
 GCA_000305785.2,Pseudomonadota
 GCA_000013665.1,Pseudomonadota
 GCA_002157225.2,Pseudomonadota
 GCA_900107725.1,Pseudomonadota
 GCA_900129095.1,Pseudomonadota
 GCA_000380565.1,Pseudomonadota
 GCA_900100355.1,Pseudomonadota
 GCA_001750105.1,Pseudomonadota
 GCA_002009015.1,Pseudomonadota
 GCA_002959965.1,Pseudomonadota
 GCA_001444425.1,Pseudomonadota
 GCA_002954715.1,Pseudomonadota
 GCA_000953695.1,Pseudomonadota
 GCA_900233005.1,Pseudomonadota
 GCA_900107935.1,Pseudomonadota
 GCA_001274785.1,Pseudomonadota
 GCA_000967495.1,Pseudomonadota
 GCA_000808535.1,Pseudomonadota
 GCA_000711795.1,Pseudomonadota
 GCA_000189255.2,Pseudomonadota
 GCA_000257205.1,Pseudomonadota
 GCA_900163965.1,Pseudomonadota
 GCA_003026395.1,Pseudomonadota
 GCA_002216855.1,Pseudomonadota
 GCA_000772535.1,Pseudomonadota
 GCA_002921145.1,Pseudomonadota
 GCA_900454475.1,Pseudomonadota
 GCA_003096995.1,Pseudomonadota
 GCA_003130075.1,Pseudomonadota
 GCA_900186835.1,Pseudomonadota
 GCA_002850605.1,Pseudomonadota
 GCA_002795425.1,Pseudomonadota
 GCA_004346205.1,Pseudomonadota
 GCA_011455495.1,Pseudomonadota
 GCA_901764975.1,Pseudomonadota
 GCA_000374285.1,Pseudomonadota
 GCA_900636745.1,Pseudomonadota
 GCA_000276805.1,Pseudomonadota
 GCA_000482725.1,Pseudomonadota
 GCA_001420915.1,Pseudomonadota
 GCA_005222225.1,Pseudomonadota
 GCA_000378185.1,Pseudomonadota
 GCA_002499975.2,Pseudomonadota
 GCA_003367475.1,Pseudomonadota
 GCA_010500895.1,Pseudomonadota
 GCA_010500915.1,Pseudomonadota
 GCA_000808575.1,Pseudomonadota
 GCA_002993325.1,Pseudomonadota
 GCA_000213655.1,Pseudomonadota
 GCA_001758465.1,Pseudomonadota
 GCA_000226565.1,Pseudomonadota
 GCA_000429145.1,Pseudomonadota
 GCA_000314975.1,Pseudomonadota
 GCA_001565895.1,Pseudomonadota
 GCA_000315055.1,Pseudomonadota
 GCA_009906955.1,Pseudomonadota
 GCA_000314955.1,Pseudomonadota
 GCA_003987015.1,Pseudomonadota
 GCA_003987335.1,Pseudomonadota
 GCA_003986955.1,Pseudomonadota
 GCA_003986975.1,Pseudomonadota
 GCA_900116895.1,Pseudomonadota
 GCA_003987045.1,Pseudomonadota
 GCA_004214835.1,Pseudomonadota
 GCA_900104245.1,Pseudomonadota
 GCA_003987225.1,Pseudomonadota
 GCA_003987395.1,Pseudomonadota
 GCA_003987065.1,Pseudomonadota
 GCA_003987435.1,Pseudomonadota
 GCA_003987355.1,Pseudomonadota
 GCA_000753715.1,Pseudomonadota
 GCA_003987255.1,Pseudomonadota
 GCA_900100855.1,Pseudomonadota
 GCA_003987275.1,Pseudomonadota
 GCA_003987475.1,Pseudomonadota
 GCA_007289895.1,Pseudomonadota
 GCA_000568405.1,Pseudomonadota
 GCA_000374485.1,Pseudomonadota
 GCA_012641745.1,Pseudomonadota
 GCA_001854475.1,Pseudomonadota
 GCA_001641615.1,Pseudomonadota
 GCA_001550155.1,Pseudomonadota
 GCA_900116435.1,Pseudomonadota
 GCA_007988745.1,Pseudomonadota
 GCA_002310835.1,Pseudomonadota
 GCA_001661495.1,Pseudomonadota
 GCA_900112265.1,Pseudomonadota
 GCA_000272005.1,Pseudomonadota
 GCA_000382165.1,Pseudomonadota
 GCA_000425345.1,Pseudomonadota
 GCA_900108485.1,Pseudomonadota
 GCA_001752395.1,Pseudomonadota
 GCA_002104515.1,Pseudomonadota
 GCA_002104535.1,Pseudomonadota
 GCA_002104475.1,Pseudomonadota
 GCA_000948975.1,Pseudomonadota
 GCA_000948985.1,Pseudomonadota
 GCA_900111755.1,Pseudomonadota
 GCA_003390335.1,Pseudomonadota
 GCA_001831495.1,Pseudomonadota
 GCA_005843925.1,Pseudomonadota
 GCA_002165625.1,Pseudomonadota
 GCA_000518805.1,Pseudomonadota
 GCA_003605125.1,Pseudomonadota
 GCA_007197645.1,Pseudomonadota
 GCA_003966265.1,Pseudomonadota
 GCA_003966225.1,Pseudomonadota
 GCA_000518605.1,Pseudomonadota
 GCA_900456975.1,Pseudomonadota
 GCA_003855395.1,Pseudomonadota
 GCA_000820085.1,Pseudomonadota
 GCA_000820165.1,Pseudomonadota
 GCA_000820185.2,Pseudomonadota
 GCA_000819865.1,Pseudomonadota
 GCA_000820025.1,Pseudomonadota
 GCA_000820145.1,Pseudomonadota
 GCA_000820305.1,Pseudomonadota
 GCA_000820045.1,Pseudomonadota
 GCA_002242685.1,Pseudomonadota
 GCA_000381965.1,Pseudomonadota
 GCA_002936955.1,Pseudomonadota
 GCA_003148745.1,Pseudomonadota
 GCA_000981765.1,Pseudomonadota
 GCA_003194565.1,Pseudomonadota
 GCA_000756815.1,Pseudomonadota
 GCA_900639985.1,Pseudomonadota
 GCA_000162755.2,Pseudomonadota
 GCA_000379445.1,Pseudomonadota
 GCA_900460955.1,Pseudomonadota
 GCA_001889065.1,Pseudomonadota
 GCA_000510805.1,Pseudomonadota
 GCA_000483485.1,Pseudomonadota
 GCA_000381085.1,Pseudomonadota
 GCA_000214825.1,Pseudomonadota
 GCA_003664325.1,Pseudomonadota
 GCA_000374645.1,Pseudomonadota
 GCA_000153205.1,Pseudomonadota
 GCA_004341245.1,Pseudomonadota
 GCA_000733765.1,Pseudomonadota
 GCA_000420645.1,Pseudomonadota
 GCA_000711955.1,Pseudomonadota
 GCA_004364935.1,Pseudomonadota
 GCA_000271305.1,Pseudomonadota
 GCA_900129825.1,Pseudomonadota
 GCA_000382285.1,Pseudomonadota
 GCA_000426685.1,Pseudomonadota
 GCA_000474945.1,Pseudomonadota
 GCA_003201205.1,Pseudomonadota
 GCA_900113085.1,Pseudomonadota
 GCA_003788585.1,Pseudomonadota
 GCA_000732535.1,Pseudomonadota
 GCA_003788635.1,Pseudomonadota
 GCA_001579945.1,Pseudomonadota
 GCA_012395255.1,Pseudomonadota
 GCA_000761445.1,Pseudomonadota
 GCA_011759365.1,Pseudomonadota
 GCA_000242255.3,Pseudomonadota
 GCA_001641285.1,Pseudomonadota
 GCA_000334915.1,Pseudomonadota
 GCA_900112865.1,Pseudomonadota
 GCA_004322705.1,Pseudomonadota
 GCA_001010355.1,Pseudomonadota
 GCA_000264315.1,Pseudomonadota
 GCA_000264295.1,Pseudomonadota
 GCA_900115705.1,Pseudomonadota
 GCA_000378125.1,Pseudomonadota
 GCA_004363655.1,Pseudomonadota
 GCA_900115085.1,Pseudomonadota
 GCA_001632775.1,Pseudomonadota
 GCA_014138265.1,Pseudomonadota
 GCA_900101825.1,Pseudomonadota
 GCA_014202825.1,Pseudomonadota
 GCA_014202935.1,Pseudomonadota
 GCA_000747155.1,Pseudomonadota
 GCA_007993735.1,Pseudomonadota
 GCA_000743535.1,Pseudomonadota
 GCA_000747075.1,Pseudomonadota
 GCA_000429065.1,Pseudomonadota
 GCA_010093305.1,Pseudomonadota
 GCA_010093345.1,Pseudomonadota
 GCA_001431405.1,Pseudomonadota
 GCA_010093385.1,Pseudomonadota
 GCA_010093445.1,Pseudomonadota
 GCA_010211745.1,Pseudomonadota
 GCA_003703395.1,Pseudomonadota
 GCA_000454545.1,Pseudomonadota
 GCA_001431525.1,Pseudomonadota
 GCA_001431485.1,Pseudomonadota
 GCA_001431425.1,Pseudomonadota
 GCA_001431505.1,Pseudomonadota
 GCA_001431415.1,Pseudomonadota
 GCA_001431465.1,Pseudomonadota
 GCA_900186865.1,Pseudomonadota
 GCA_001431535.1,Pseudomonadota
 GCA_013185915.1,Pseudomonadota
 GCA_003651185.1,Pseudomonadota
 GCA_010093135.1,Pseudomonadota
 GCA_014202435.1,Pseudomonadota
 GCA_010093225.1,Pseudomonadota
 GCA_010211765.1,Pseudomonadota
 GCA_010093205.1,Pseudomonadota
 GCA_000972865.1,Pseudomonadota
 GCA_001442805.1,Pseudomonadota
 GCA_006546775.1,Pseudomonadota
 GCA_000768335.1,Pseudomonadota
 GCA_000768345.1,Pseudomonadota
 GCA_900167055.1,Pseudomonadota
 GCA_000768355.1,Pseudomonadota
 GCA_007830115.1,Pseudomonadota
 GCA_000770795.1,Pseudomonadota
 GCA_007830035.1,Pseudomonadota
 GCA_007859325.1,Pseudomonadota
 GCA_004358165.1,Pseudomonadota
 GCA_000559025.1,Pseudomonadota
 GCA_004352845.1,Pseudomonadota
 GCA_004352825.1,Pseudomonadota
 GCA_000422305.1,Pseudomonadota
 GCA_900129205.1,Pseudomonadota
 GCA_900155935.1,Pseudomonadota
 GCA_004343305.1,Pseudomonadota
 GCA_001753165.1,Pseudomonadota
 GCA_000377945.1,Pseudomonadota
 GCA_004339015.1,Pseudomonadota
 GCA_002746895.1,Pseudomonadota
 GCA_900107695.1,Pseudomonadota
 GCA_000801295.1,Pseudomonadota
 GCA_002189065.1,Pseudomonadota
 GCA_000733935.1,Pseudomonadota
 GCA_001644015.1,Pseudomonadota
 GCA_000733855.1,Pseudomonadota
 GCA_000527095.1,Pseudomonadota
 GCA_000372865.1,Pseudomonadota
 GCA_000496735.2,Pseudomonadota
 GCA_002923755.1,Pseudomonadota
 GCA_000384075.1,Pseudomonadota
 GCA_000383855.1,Pseudomonadota
 GCA_000968535.1,Pseudomonadota
 GCA_000421465.1,Pseudomonadota
 GCA_000424685.1,Pseudomonadota
 GCA_003584645.1,Pseudomonadota
 GCA_000427385.1,Pseudomonadota
 GCA_002356355.1,Pseudomonadota
 GCA_900112605.1,Pseudomonadota
 GCA_004421105.1,Pseudomonadota
 GCA_000024725.1,Pseudomonadota
 GCA_000143085.1,Pseudomonadota
 GCA_000260965.1,Pseudomonadota
 GCA_000349205.1,Pseudomonadota
 GCA_900114205.1,Pseudomonadota
 GCA_011052985.1,Pseudomonadota
 GCA_000014865.1,Pseudomonadota
 GCA_001895085.1,Pseudomonadota
 GCA_000255355.1,Pseudomonadota
 GCA_000828125.2,Pseudomonadota
 GCA_000018205.1,Pseudomonadota
 GCA_000024505.1,Pseudomonadota
 GCA_000022525.1,Pseudomonadota
 GCA_000013165.1,Pseudomonadota
 GCA_000688235.1,Pseudomonadota
 GCA_000763295.1,Pseudomonadota
 GCA_003326795.1,Pseudomonadota
 GCA_900167455.1,Pseudomonadota
 GCA_007992495.1,Pseudomonadota
 GCA_012720115.1,Pseudomonadota
 GCA_000616095.1,Pseudomonadota
 GCA_009882935.1,Pseudomonadota
 GCA_001550065.1,Pseudomonadota
 GCA_003688555.1,Pseudomonadota
 GCA_000585415.1,Pseudomonadota
 GCA_011927725.1,Pseudomonadota
 GCA_000711715.1,Pseudomonadota
 GCA_009363895.1,Pseudomonadota
 GCA_014489515.1,Pseudomonadota
 GCA_014195685.1,Pseudomonadota
 GCA_900177405.1,Pseudomonadota
 GCA_003012815.1,Pseudomonadota
 GCA_003385775.1,Pseudomonadota
 GCA_000218875.1,Pseudomonadota
 GCA_003391115.1,Pseudomonadota
 GCA_900113315.1,Pseudomonadota
 GCA_900188165.1,Pseudomonadota
 GCA_003034225.1,Pseudomonadota
 GCA_002355275.1,Pseudomonadota
 GCA_900167915.1,Pseudomonadota
 GCA_000974765.1,Pseudomonadota
 GCA_003240855.1,Pseudomonadota
 GCA_014199215.1,Pseudomonadota
 GCA_014200045.1,Pseudomonadota
 GCA_014196495.1,Pseudomonadota
 GCA_008710155.1,Pseudomonadota
 GCA_000382885.1,Pseudomonadota
 GCA_004152865.1,Pseudomonadota
 GCA_014197035.1,Pseudomonadota
 GCA_013393185.1,Pseudomonadota
 GCA_001598335.1,Pseudomonadota
 GCA_003967075.1,Pseudomonadota
 GCA_000445065.1,Pseudomonadota
 GCA_011762025.1,Pseudomonadota
 GCA_002080435.1,Pseudomonadota
 GCA_001005725.1,Pseudomonadota
 GCA_000722875.1,Pseudomonadota
 GCA_000264945.2,Pseudomonadota
 GCA_900100475.1,Pseudomonadota
 GCA_001456115.1,Pseudomonadota
 GCA_002355855.1,Pseudomonadota
 GCA_000447205.1,Pseudomonadota
 GCA_014196635.1,Pseudomonadota
 GCA_000013985.1,Pseudomonadota
 GCA_011926545.1,Pseudomonadota
 GCA_000803645.1,Pseudomonadota
 GCA_002205675.1,Pseudomonadota
 GCA_002205635.1,Pseudomonadota
 GCA_900188185.1,Pseudomonadota
 GCA_014199295.1,Pseudomonadota
 GCA_000420305.1,Pseudomonadota
 GCA_900128895.1,Pseudomonadota
 GCA_003431825.1,Pseudomonadota
 GCA_013607875.1,Pseudomonadota
 GCA_003201955.1,Pseudomonadota
 GCA_009827305.1,Pseudomonadota
 GCA_009827435.1,Pseudomonadota
 GCA_009828065.1,Pseudomonadota
 GCA_001687545.1,Pseudomonadota
 GCA_009827575.1,Pseudomonadota
 GCA_001281485.1,Pseudomonadota
 GCA_000715015.1,Pseudomonadota
 GCA_002155695.1,Pseudomonadota
 GCA_000422985.1,Pseudomonadota
 GCA_900143235.1,Pseudomonadota
 GCA_001028625.1,Pseudomonadota
 GCA_009827295.1,Pseudomonadota
 GCA_009828015.1,Pseudomonadota
 GCA_011762005.1,Pseudomonadota
 GCA_000756795.1,Pseudomonadota
 GCA_900115585.1,Pseudomonadota
 GCA_009827445.1,Pseudomonadota
 GCA_003958625.1,Pseudomonadota
 GCA_009827495.1,Pseudomonadota
 GCA_009828115.1,Pseudomonadota
 GCA_009827615.1,Pseudomonadota
 GCA_009828095.1,Pseudomonadota
 GCA_009827395.1,Pseudomonadota
 GCA_009827545.1,Pseudomonadota
 GCA_009827405.1,Pseudomonadota
 GCA_003605195.1,Pseudomonadota
 GCA_001886695.1,Pseudomonadota
 GCA_003605475.1,Pseudomonadota
 GCA_001021555.1,Pseudomonadota
 GCA_009827335.1,Pseudomonadota
 GCA_009828105.1,Pseudomonadota
 GCA_009827595.1,Pseudomonadota
 GCA_003958635.1,Pseudomonadota
 GCA_001661915.1,Pseudomonadota
 GCA_001661675.2,Pseudomonadota
 GCA_001661965.1,Pseudomonadota
 GCA_001590985.1,Pseudomonadota
 GCA_900168325.1,Pseudomonadota
 GCA_002896965.1,Pseudomonadota
 GCA_001742225.1,Pseudomonadota
 GCA_002149965.1,Pseudomonadota
 GCA_000445125.1,Pseudomonadota
 GCA_001598555.1,Pseudomonadota
 GCA_001519075.1,Pseudomonadota
 GCA_000429005.1,Pseudomonadota
 GCA_000192575.1,Pseudomonadota
 GCA_001598375.1,Pseudomonadota
 GCA_000013325.1,Pseudomonadota
 GCA_000807925.1,Pseudomonadota
 GCA_007830315.1,Pseudomonadota
 GCA_014196055.1,Pseudomonadota
 GCA_001590965.1,Pseudomonadota
 GCA_001717955.1,Pseudomonadota
 GCA_006439055.1,Pseudomonadota
 GCA_000241465.1,Pseudomonadota
 GCA_014171475.1,Pseudomonadota
 GCA_003550065.1,Pseudomonadota
 GCA_001598415.1,Pseudomonadota
 GCA_001598355.1,Pseudomonadota
 GCA_001598455.1,Pseudomonadota
 GCA_001981525.1,Pseudomonadota
 GCA_002197685.1,Pseudomonadota
 GCA_002197665.1,Pseudomonadota
 GCA_002374855.1,Pseudomonadota
 GCA_001476895.1,Pseudomonadota
 GCA_000427645.1,Pseudomonadota
 GCA_003046295.1,Pseudomonadota
 GCA_003053745.1,Pseudomonadota
 GCA_006438955.1,Pseudomonadota
 GCA_900115745.1,Pseudomonadota
 GCA_014199625.1,Pseudomonadota
 GCA_014197105.1,Pseudomonadota
 GCA_014199595.1,Pseudomonadota
 GCA_001477495.1,Pseudomonadota
 GCA_000787715.1,Pseudomonadota
 GCA_014196255.1,Pseudomonadota
 GCA_009789535.1,Pseudomonadota
 GCA_014196115.1,Pseudomonadota
 GCA_011927635.1,Pseudomonadota
 GCA_001598435.1,Pseudomonadota
 GCA_002091475.1,Pseudomonadota
 GCA_011761945.1,Pseudomonadota
 GCA_001591025.1,Pseudomonadota
 GCA_014199255.1,Pseudomonadota
 GCA_004361835.1,Pseudomonadota
 GCA_014199335.1,Pseudomonadota
 GCA_006346325.1,Pseudomonadota
 GCA_002351485.1,Pseudomonadota
 GCA_001619955.1,Pseudomonadota
 GCA_003634215.1,Pseudomonadota
 GCA_014199685.1,Pseudomonadota
 GCA_001295935.1,Pseudomonadota
 GCA_000420765.1,Pseudomonadota
 GCA_000017565.1,Pseudomonadota
 GCA_000739695.1,Pseudomonadota
 GCA_000469155.1,Pseudomonadota
 GCA_000496075.1,Pseudomonadota
 GCA_000374525.1,Pseudomonadota
 GCA_900148505.1,Pseudomonadota
 GCA_900114245.1,Pseudomonadota
 GCA_900142725.1,Pseudomonadota
 GCA_009711415.1,Pseudomonadota
 GCA_001999245.1,Pseudomonadota
 GCA_002906165.1,Pseudomonadota
 GCA_001418225.1,Pseudomonadota
 GCA_000423705.1,Pseudomonadota
 GCA_000422965.1,Pseudomonadota
 GCA_000425185.1,Pseudomonadota
 GCA_004362745.1,Pseudomonadota
 GCA_001927285.1,Pseudomonadota
 GCA_001720135.1,Pseudomonadota
 GCA_900129325.1,Pseudomonadota
 GCA_014196455.1,Pseudomonadota
 GCA_000380505.1,Pseudomonadota
 GCA_000423225.1,Pseudomonadota
 GCA_000336555.1,Pseudomonadota
 GCA_001006325.2,Pseudomonadota
 GCA_000308295.2,Pseudomonadota
 GCA_001618955.1,Pseudomonadota
 GCA_000344805.1,Pseudomonadota
 GCA_008123515.1,Pseudomonadota
 GCA_004123905.1,Pseudomonadota
 GCA_009759665.1,Pseudomonadota
 GCA_004114425.1,Pseudomonadota
 GCA_004114915.1,Pseudomonadota
 GCA_007830635.1,Pseudomonadota
 GCA_001982635.1,Pseudomonadota
 GCA_000013885.1,Pseudomonadota
 GCA_003367395.1,Pseudomonadota
 GCA_003258865.1,Pseudomonadota
 GCA_004346185.1,Pseudomonadota
 GCA_000473085.1,Pseudomonadota
 GCA_000010525.1,Pseudomonadota
 GCA_014195655.1,Pseudomonadota
 GCA_900100155.1,Pseudomonadota
 GCA_010669125.1,Pseudomonadota
 GCA_014196425.1,Pseudomonadota
 GCA_004103825.1,Pseudomonadota
 GCA_014195635.1,Pseudomonadota
 GCA_011762225.1,Pseudomonadota
 GCA_004342915.1,Pseudomonadota
 GCA_014138435.1,Pseudomonadota
 GCA_007992195.1,Pseudomonadota
 GCA_900114375.1,Pseudomonadota
 GCA_007992215.1,Pseudomonadota
 GCA_014196345.1,Pseudomonadota
 GCA_007992175.1,Pseudomonadota
 GCA_900113485.1,Pseudomonadota
 GCA_001043975.1,Pseudomonadota
 GCA_001043955.1,Pseudomonadota
 GCA_001653715.1,Pseudomonadota
 GCA_000022085.1,Pseudomonadota
 GCA_003332305.1,Pseudomonadota
 GCA_000262405.1,Pseudomonadota
 GCA_000517005.1,Pseudomonadota
 GCA_014191055.1,Pseudomonadota
 GCA_900102135.1,Pseudomonadota
 GCA_900108245.1,Pseudomonadota
 GCA_900102525.1,Pseudomonadota
 GCA_900109525.1,Pseudomonadota
 GCA_003722355.1,Pseudomonadota
 GCA_004802635.2,Pseudomonadota
 GCA_002117405.1,Pseudomonadota
 GCA_900114285.1,Pseudomonadota
 GCA_002891535.1,Pseudomonadota
 GCA_901905185.2,Pseudomonadota
 GCA_000746085.1,Pseudomonadota
 GCA_000427445.1,Pseudomonadota
 GCA_000019845.1,Pseudomonadota
 GCA_003315135.1,Pseudomonadota
 GCA_005144885.1,Pseudomonadota
 GCA_003046185.1,Pseudomonadota
 GCA_008330945.1,Pseudomonadota
 GCA_002982075.1,Pseudomonadota
 GCA_010500835.1,Pseudomonadota
 GCA_008801715.1,Pseudomonadota
 GCA_003314995.1,Pseudomonadota
 GCA_014205685.1,Pseudomonadota
 GCA_902825325.1,Pseudomonadota
 GCA_005938105.1,Pseudomonadota
 GCA_003259955.1,Pseudomonadota
 GCA_002252505.1,Pseudomonadota
 GCA_002252475.1,Pseudomonadota
 GCA_006476605.1,Pseudomonadota
 GCA_014192095.1,Pseudomonadota
 GCA_003337575.1,Pseudomonadota
 GCA_002980555.1,Pseudomonadota
 GCA_003217235.1,Pseudomonadota
 GCA_014203215.1,Pseudomonadota
 GCA_000312565.2,Pseudomonadota
 GCA_000312585.1,Pseudomonadota
 GCA_000312545.1,Pseudomonadota
