Taxon,Divergence
 GCA_000233715.3,Cyanobacteriota+Chloroflexota
 GCA_000160695.1,Cyanobacteriota+Chloroflexota
 GCA_000234095.1,Cyanobacteriota+Chloroflexota
 GCA_000687555.1,Cyanobacteriota+Chloroflexota
 GCA_900142095.1,Cyanobacteriota+Chloroflexota
 GCA_002006355.1,Cyanobacteriota+Chloroflexota
 GCA_900167445.1,Cyanobacteriota+Chloroflexota
 GCA_001571775.1,Cyanobacteriota+Chloroflexota
 GCA_001317355.1,Cyanobacteriota+Chloroflexota
 GCA_001693735.1,Cyanobacteriota+Chloroflexota
 GCA_000208405.1,Cyanobacteriota+Chloroflexota
 GCA_900142005.1,Cyanobacteriota+Chloroflexota
 GCA_000577895.1,Cyanobacteriota+Chloroflexota
 GCA_900115135.1,Cyanobacteriota+Chloroflexota
 GCA_900112775.1,Cyanobacteriota+Chloroflexota
 GCA_001513365.1,Cyanobacteriota+Chloroflexota
 GCA_001513385.1,Cyanobacteriota+Chloroflexota
 GCA_001513335.1,Cyanobacteriota+Chloroflexota
 GCA_001513495.1,Cyanobacteriota+Chloroflexota
 GCA_001513505.1,Cyanobacteriota+Chloroflexota
 GCA_001513425.1,Cyanobacteriota+Chloroflexota
 GCA_001513395.1,Cyanobacteriota+Chloroflexota
 GCA_001513545.1,Cyanobacteriota+Chloroflexota
 GCA_000019085.1,Cyanobacteriota+Chloroflexota
 GCA_001466665.1,Cyanobacteriota+Chloroflexota
 GCA_000428745.1,Cyanobacteriota+Chloroflexota
 GCA_900460315.1,Cyanobacteriota+Chloroflexota
 GCA_003992115.1,Cyanobacteriota+Chloroflexota
 GCA_001950325.1,Cyanobacteriota+Chloroflexota
 GCA_002216005.1,Cyanobacteriota+Chloroflexota
 GCA_011375465.1,Cyanobacteriota+Chloroflexota
 GCA_900115975.1,Cyanobacteriota+Chloroflexota
 GCA_004524775.1,Cyanobacteriota+Chloroflexota
 GCA_900128885.1,Cyanobacteriota+Chloroflexota
 GCA_001855385.1,Cyanobacteriota+Chloroflexota
 GCA_000483125.1,Cyanobacteriota+Chloroflexota
 GCA_900167115.1,Cyanobacteriota+Chloroflexota
 GCA_000518685.1,Cyanobacteriota+Chloroflexota
 GCA_900167215.1,Cyanobacteriota+Chloroflexota
 GCA_001458595.1,Cyanobacteriota+Chloroflexota
 GCA_900129925.1,Cyanobacteriota+Chloroflexota
 GCA_900637515.1,Cyanobacteriota+Chloroflexota
 GCA_000421725.1,Cyanobacteriota+Chloroflexota
 GCA_000711975.1,Cyanobacteriota+Chloroflexota
 GCA_900142075.1,Cyanobacteriota+Chloroflexota
 GCA_003725995.1,Cyanobacteriota+Chloroflexota
 GCA_002998295.1,Cyanobacteriota+Chloroflexota
 GCA_000468755.1,Cyanobacteriota+Chloroflexota
 GCA_000946815.1,Cyanobacteriota+Chloroflexota
 GCA_900101355.1,Cyanobacteriota+Chloroflexota
 GCA_900129965.1,Cyanobacteriota+Chloroflexota
 GCA_014202695.1,Cyanobacteriota+Chloroflexota
 GCA_000169255.2,Cyanobacteriota+Chloroflexota
 GCA_900129195.1,Cyanobacteriota+Chloroflexota
 GCA_900106765.1,Cyanobacteriota+Chloroflexota
 GCA_000328625.1,Cyanobacteriota+Chloroflexota
 GCA_900111575.1,Cyanobacteriota+Chloroflexota
 GCA_005046945.1,Cyanobacteriota+Chloroflexota
 GCA_014201835.1,Cyanobacteriota+Chloroflexota
 GCA_900115735.1,Cyanobacteriota+Chloroflexota
 GCA_003433295.1,Cyanobacteriota+Chloroflexota
 GCA_001758365.1,Cyanobacteriota+Chloroflexota
 GCA_000426305.1,Cyanobacteriota+Chloroflexota
 GCA_000983115.1,Cyanobacteriota+Chloroflexota
 GCA_000160035.2,Cyanobacteriota+Chloroflexota
 GCA_000016545.1,Cyanobacteriota+Chloroflexota
 GCA_000427425.1,Cyanobacteriota+Chloroflexota
 GCA_000016985.1,Cyanobacteriota+Chloroflexota
 GCA_900167185.1,Cyanobacteriota+Chloroflexota
 GCA_000231405.3,Cyanobacteriota+Chloroflexota
 GCA_900130065.1,Cyanobacteriota+Chloroflexota
 GCA_000244895.1,Cyanobacteriota+Chloroflexota
 GCA_900143645.1,Cyanobacteriota+Chloroflexota
 GCA_000163895.2,Cyanobacteriota+Chloroflexota
 GCA_004346095.1,Cyanobacteriota+Chloroflexota
 GCA_001189495.1,Cyanobacteriota+Chloroflexota
 GCA_900141835.1,Cyanobacteriota+Chloroflexota
 GCA_000384135.1,Cyanobacteriota+Chloroflexota
 GCA_001730685.1,Cyanobacteriota+Chloroflexota
 GCA_000511955.1,Cyanobacteriota+Chloroflexota
 GCA_900100785.1,Cyanobacteriota+Chloroflexota
 GCA_004369205.1,Cyanobacteriota+Chloroflexota
 GCA_900103425.1,Cyanobacteriota+Chloroflexota
 GCA_900113335.1,Cyanobacteriota+Chloroflexota
 GCA_000147695.3,Cyanobacteriota+Chloroflexota
 GCA_900096945.1,Cyanobacteriota+Chloroflexota
 GCA_000231385.3,Cyanobacteriota+Chloroflexota
 GCA_003096635.1,Cyanobacteriota+Chloroflexota
 GCA_000147675.2,Cyanobacteriota+Chloroflexota
 GCA_004340125.1,Cyanobacteriota+Chloroflexota
 GCA_001643775.1,Cyanobacteriota+Chloroflexota
 GCA_000160115.1,Cyanobacteriota+Chloroflexota
 GCA_001940565.1,Cyanobacteriota+Chloroflexota
 GCA_000194985.1,Cyanobacteriota+Chloroflexota
 GCA_000620945.1,Cyanobacteriota+Chloroflexota
 GCA_900101845.1,Cyanobacteriota+Chloroflexota
 GCA_900176355.1,Cyanobacteriota+Chloroflexota
 GCA_900110485.1,Cyanobacteriota+Chloroflexota
 GCA_009696605.1,Cyanobacteriota+Chloroflexota
 GCA_009905255.1,Cyanobacteriota+Chloroflexota
 GCA_003201875.1,Cyanobacteriota+Chloroflexota
 GCA_001941975.1,Cyanobacteriota+Chloroflexota
 GCA_000185505.1,Cyanobacteriota+Chloroflexota
 GCA_004364155.1,Cyanobacteriota+Chloroflexota
 GCA_003054495.1,Cyanobacteriota+Chloroflexota
 GCA_000020005.1,Cyanobacteriota+Chloroflexota
 GCA_002051585.1,Cyanobacteriota+Chloroflexota
 GCA_000620125.1,Cyanobacteriota+Chloroflexota
 GCA_900104455.1,Cyanobacteriota+Chloroflexota
 GCA_000374545.1,Cyanobacteriota+Chloroflexota
 GCA_003814745.1,Cyanobacteriota+Chloroflexota
 GCA_002998925.1,Cyanobacteriota+Chloroflexota
 GCA_000146345.1,Cyanobacteriota+Chloroflexota
 GCA_000621485.1,Cyanobacteriota+Chloroflexota
 GCA_900142165.1,Cyanobacteriota+Chloroflexota
 GCA_000875945.1,Cyanobacteriota+Chloroflexota
 GCA_000472665.1,Cyanobacteriota+Chloroflexota
 GCA_000350485.1,Cyanobacteriota+Chloroflexota
 GCA_000175795.2,Cyanobacteriota+Chloroflexota
 GCA_000213975.1,Cyanobacteriota+Chloroflexota
 GCA_002995795.1,Cyanobacteriota+Chloroflexota
 GCA_000423525.1,Cyanobacteriota+Chloroflexota
 GCA_900141895.1,Cyanobacteriota+Chloroflexota
 GCA_902381825.1,Cyanobacteriota+Chloroflexota
 GCA_003368535.1,Cyanobacteriota+Chloroflexota
 GCA_900176035.1,Cyanobacteriota+Chloroflexota
 GCA_000513555.1,Cyanobacteriota+Chloroflexota
 GCA_001950255.1,Cyanobacteriota+Chloroflexota
 GCA_900129915.1,Cyanobacteriota+Chloroflexota
 GCA_000307265.1,Cyanobacteriota+Chloroflexota
 GCA_009932395.1,Cyanobacteriota+Chloroflexota
 GCA_000190635.1,Cyanobacteriota+Chloroflexota
 GCA_001042715.1,Cyanobacteriota+Chloroflexota
 GCA_001405015.1,Cyanobacteriota+Chloroflexota
 GCA_002896855.1,Cyanobacteriota+Chloroflexota
 GCA_900109225.1,Cyanobacteriota+Chloroflexota
 GCA_003752155.1,Cyanobacteriota+Chloroflexota
 GCA_900142275.1,Cyanobacteriota+Chloroflexota
 GCA_000023845.1,Cyanobacteriota+Chloroflexota
 GCA_900102435.1,Cyanobacteriota+Chloroflexota
 GCA_900143285.1,Cyanobacteriota+Chloroflexota
 GCA_002285495.1,Cyanobacteriota+Chloroflexota
 GCA_003992125.1,Cyanobacteriota+Chloroflexota
 GCA_000517025.1,Cyanobacteriota+Chloroflexota
 GCA_001263415.1,Cyanobacteriota+Chloroflexota
 GCA_003337415.1,Cyanobacteriota+Chloroflexota
 GCA_900114615.1,Cyanobacteriota+Chloroflexota
 GCA_004154955.1,Cyanobacteriota+Chloroflexota
 GCA_014284475.1,Cyanobacteriota+Chloroflexota
 GCA_008086595.1,Cyanobacteriota+Chloroflexota
 GCA_002995745.1,Cyanobacteriota+Chloroflexota
 GCA_000455225.1,Cyanobacteriota+Chloroflexota
 GCA_002838815.1,Cyanobacteriota+Chloroflexota
 GCA_001675165.1,Cyanobacteriota+Chloroflexota
 GCA_900129265.1,Cyanobacteriota+Chloroflexota
 GCA_900142375.1,Cyanobacteriota+Chloroflexota
 GCA_000430995.1,Cyanobacteriota+Chloroflexota
 GCA_000166355.1,Cyanobacteriota+Chloroflexota
 GCA_000166775.1,Cyanobacteriota+Chloroflexota
 GCA_900142645.1,Cyanobacteriota+Chloroflexota
 GCA_000312505.3,Cyanobacteriota+Chloroflexota
 GCA_002243385.1,Cyanobacteriota+Chloroflexota
 GCA_003023745.1,Cyanobacteriota+Chloroflexota
 GCA_900142025.1,Cyanobacteriota+Chloroflexota
 GCA_000429345.1,Cyanobacteriota+Chloroflexota
 GCA_010906925.1,Cyanobacteriota+Chloroflexota
 GCA_900454685.1,Cyanobacteriota+Chloroflexota
 GCA_900638585.1,Cyanobacteriota+Chloroflexota
 GCA_900112485.1,Cyanobacteriota+Chloroflexota
 GCA_900103535.1,Cyanobacteriota+Chloroflexota
 GCA_004341685.1,Cyanobacteriota+Chloroflexota
 GCA_000381065.1,Cyanobacteriota+Chloroflexota
 GCA_900129805.1,Cyanobacteriota+Chloroflexota
 GCA_002995805.1,Cyanobacteriota+Chloroflexota
 GCA_002995755.1,Cyanobacteriota+Chloroflexota
 GCA_900129115.1,Cyanobacteriota+Chloroflexota
 GCA_900142995.1,Cyanobacteriota+Chloroflexota
 GCA_900107485.1,Cyanobacteriota+Chloroflexota
 GCA_001512915.1,Cyanobacteriota+Chloroflexota
 GCA_001513045.1,Cyanobacteriota+Chloroflexota
 GCA_900141845.1,Cyanobacteriota+Chloroflexota
 GCA_000686705.1,Cyanobacteriota+Chloroflexota
 GCA_002257705.1,Cyanobacteriota+Chloroflexota
 GCA_900129225.1,Cyanobacteriota+Chloroflexota
 GCA_000312025.1,Cyanobacteriota+Chloroflexota
 GCA_000283575.1,Cyanobacteriota+Chloroflexota
 GCA_000165735.1,Cyanobacteriota+Chloroflexota
 GCA_000732635.1,Cyanobacteriota+Chloroflexota
 GCA_000213255.1,Cyanobacteriota+Chloroflexota
 GCA_008151785.1,Cyanobacteriota+Chloroflexota
 GCA_000246895.2,Cyanobacteriota+Chloroflexota
 GCA_000297115.1,Cyanobacteriota+Chloroflexota
 GCA_001006285.1,Cyanobacteriota+Chloroflexota
 GCA_000521465.1,Cyanobacteriota+Chloroflexota
 GCA_900450455.1,Cyanobacteriota+Chloroflexota
 GCA_900156285.1,Cyanobacteriota+Chloroflexota
 GCA_000308255.3,Cyanobacteriota+Chloroflexota
 GCA_001440545.1,Cyanobacteriota+Chloroflexota
 GCA_000961585.1,Cyanobacteriota+Chloroflexota
 GCA_000961805.1,Cyanobacteriota+Chloroflexota
 GCA_000961765.1,Cyanobacteriota+Chloroflexota
 GCA_000961575.1,Cyanobacteriota+Chloroflexota
 GCA_000961595.1,Cyanobacteriota+Chloroflexota
 GCA_000814825.1,Cyanobacteriota+Chloroflexota
 GCA_002934545.1,Cyanobacteriota+Chloroflexota
 GCA_900167555.1,Cyanobacteriota+Chloroflexota
 GCA_000619945.1,Cyanobacteriota+Chloroflexota
 GCA_000802095.1,Cyanobacteriota+Chloroflexota
 GCA_000802045.1,Cyanobacteriota+Chloroflexota
 GCA_008124625.1,Cyanobacteriota+Chloroflexota
 GCA_000024205.1,Cyanobacteriota+Chloroflexota
 GCA_000239275.1,Cyanobacteriota+Chloroflexota
 GCA_001611555.1,Cyanobacteriota+Chloroflexota
 GCA_008125075.1,Cyanobacteriota+Chloroflexota
 GCA_000686725.1,Cyanobacteriota+Chloroflexota
 GCA_900176305.1,Cyanobacteriota+Chloroflexota
 GCA_000387765.1,Cyanobacteriota+Chloroflexota
 GCA_003725295.1,Cyanobacteriota+Chloroflexota
 GCA_003201285.1,Cyanobacteriota+Chloroflexota
 GCA_900142105.1,Cyanobacteriota+Chloroflexota
 GCA_000016165.1,Cyanobacteriota+Chloroflexota
 GCA_004346165.1,Cyanobacteriota+Chloroflexota
 GCA_900142245.1,Cyanobacteriota+Chloroflexota
 GCA_001594005.1,Cyanobacteriota+Chloroflexota
 GCA_003815015.1,Cyanobacteriota+Chloroflexota
 GCA_001461035.1,Cyanobacteriota+Chloroflexota
 GCA_900167205.1,Cyanobacteriota+Chloroflexota
 GCA_900103815.1,Cyanobacteriota+Chloroflexota
 GCA_009720735.1,Cyanobacteriota+Chloroflexota
 GCA_000144695.1,Cyanobacteriota+Chloroflexota
 GCA_900107405.1,Cyanobacteriota+Chloroflexota
 GCA_003992065.1,Cyanobacteriota+Chloroflexota
 GCA_001485475.2,Cyanobacteriota+Chloroflexota
 GCA_000143165.1,Cyanobacteriota+Chloroflexota
 GCA_009649955.1,Cyanobacteriota+Chloroflexota
 GCA_000747665.1,Cyanobacteriota+Chloroflexota
 GCA_004369225.1,Cyanobacteriota+Chloroflexota
 GCA_900103835.1,Cyanobacteriota+Chloroflexota
 GCA_001562415.1,Cyanobacteriota+Chloroflexota
 GCA_001562425.1,Cyanobacteriota+Chloroflexota
 GCA_001601575.1,Cyanobacteriota+Chloroflexota
 GCA_000621585.1,Cyanobacteriota+Chloroflexota
 GCA_000189775.3,Cyanobacteriota+Chloroflexota
 GCA_900104115.1,Cyanobacteriota+Chloroflexota
 GCA_000953215.1,Cyanobacteriota+Chloroflexota
 GCA_900108045.1,Cyanobacteriota+Chloroflexota
 GCA_002029295.1,Cyanobacteriota+Chloroflexota
 GCA_001584565.1,Cyanobacteriota+Chloroflexota
 GCA_003862485.1,Cyanobacteriota+Chloroflexota
 GCA_900130005.1,Cyanobacteriota+Chloroflexota
 GCA_900129815.1,Cyanobacteriota+Chloroflexota
 GCA_000178835.2,Cyanobacteriota+Chloroflexota
 GCA_900111595.1,Cyanobacteriota+Chloroflexota
 GCA_002006345.1,Cyanobacteriota+Chloroflexota
 GCA_900142225.1,Cyanobacteriota+Chloroflexota
 GCA_009428905.1,Cyanobacteriota+Chloroflexota
 GCA_000145215.1,Cyanobacteriota+Chloroflexota
 GCA_003966895.1,Cyanobacteriota+Chloroflexota
 GCA_900114545.1,Cyanobacteriota+Chloroflexota
 GCA_900142215.1,Cyanobacteriota+Chloroflexota
 GCA_000144645.1,Cyanobacteriota+Chloroflexota
 GCA_900176005.1,Cyanobacteriota+Chloroflexota
 GCA_900129075.1,Cyanobacteriota+Chloroflexota
 GCA_900142145.1,Cyanobacteriota+Chloroflexota
 GCA_001515955.1,Cyanobacteriota+Chloroflexota
 GCA_900142235.1,Cyanobacteriota+Chloroflexota
 GCA_000311985.1,Cyanobacteriota+Chloroflexota
 GCA_014207605.1,Cyanobacteriota+Chloroflexota
 GCA_000012865.1,Cyanobacteriota+Chloroflexota
 GCA_000364225.1,Cyanobacteriota+Chloroflexota
 GCA_001466305.1,Cyanobacteriota+Chloroflexota
 GCA_000020485.1,Cyanobacteriota+Chloroflexota
 GCA_001311925.1,Cyanobacteriota+Chloroflexota
 GCA_001303545.1,Cyanobacteriota+Chloroflexota
 GCA_000169155.1,Cyanobacteriota+Chloroflexota
 GCA_007830175.1,Cyanobacteriota+Chloroflexota
 GCA_000495435.3,Cyanobacteriota+Chloroflexota
 GCA_900103005.1,Cyanobacteriota+Chloroflexota
 GCA_003865095.1,Cyanobacteriota+Chloroflexota
 GCA_000601455.1,Cyanobacteriota+Chloroflexota
 GCA_004362975.1,Cyanobacteriota+Chloroflexota
 GCA_000156575.1,Cyanobacteriota+Chloroflexota
 GCA_000242235.1,Cyanobacteriota+Chloroflexota
 GCA_900107125.1,Cyanobacteriota+Chloroflexota
 GCA_000010185.1,Cyanobacteriota+Chloroflexota
 GCA_900130055.1,Cyanobacteriota+Chloroflexota
 GCA_004339095.1,Cyanobacteriota+Chloroflexota
 GCA_002005145.1,Cyanobacteriota+Chloroflexota
 GCA_900110295.1,Cyanobacteriota+Chloroflexota
 GCA_000160555.1,Cyanobacteriota+Chloroflexota
 GCA_010509575.1,Cyanobacteriota+Chloroflexota
 GCA_901447495.1,Cyanobacteriota+Chloroflexota
 GCA_000439105.1,Cyanobacteriota+Chloroflexota
 GCA_002874775.1,Cyanobacteriota+Chloroflexota
 GCA_002157465.1,Cyanobacteriota+Chloroflexota
 GCA_000426665.1,Cyanobacteriota+Chloroflexota
 GCA_003609635.1,Cyanobacteriota+Chloroflexota
 GCA_004766045.1,Cyanobacteriota+Chloroflexota
 GCA_000174195.1,Cyanobacteriota+Chloroflexota
 GCA_900215725.1,Cyanobacteriota+Chloroflexota
 GCA_002270055.1,Cyanobacteriota+Chloroflexota
 GCA_001404335.1,Cyanobacteriota+Chloroflexota
 GCA_007641255.1,Cyanobacteriota+Chloroflexota
 GCA_001029285.1,Cyanobacteriota+Chloroflexota
 GCA_900187285.1,Cyanobacteriota+Chloroflexota
 GCA_900112895.1,Cyanobacteriota+Chloroflexota
 GCA_002735305.1,Cyanobacteriota+Chloroflexota
 GCA_004340975.1,Cyanobacteriota+Chloroflexota
 GCA_002933875.1,Cyanobacteriota+Chloroflexota
 GCA_000701665.1,Cyanobacteriota+Chloroflexota
 GCA_004794105.1,Cyanobacteriota+Chloroflexota
 GCA_000426745.1,Cyanobacteriota+Chloroflexota
 GCA_008124715.1,Cyanobacteriota+Chloroflexota
 GCA_001766835.1,Cyanobacteriota+Chloroflexota
 GCA_900101495.1,Cyanobacteriota+Chloroflexota
 GCA_002607855.1,Cyanobacteriota+Chloroflexota
 GCA_901447155.2,Cyanobacteriota+Chloroflexota
 GCA_900188145.1,Cyanobacteriota+Chloroflexota
 GCA_009295725.1,Cyanobacteriota+Chloroflexota
 GCA_000732725.1,Cyanobacteriota+Chloroflexota
 GCA_002995845.1,Cyanobacteriota+Chloroflexota
 GCA_900113635.1,Cyanobacteriota+Chloroflexota
 GCA_900105615.1,Cyanobacteriota+Chloroflexota
 GCA_000445445.1,Cyanobacteriota+Chloroflexota
 GCA_002959775.1,Cyanobacteriota+Chloroflexota
 GCA_900461105.1,Cyanobacteriota+Chloroflexota
 GCA_900111985.1,Cyanobacteriota+Chloroflexota
 GCA_900103135.1,Cyanobacteriota+Chloroflexota
 GCA_001553115.1,Cyanobacteriota+Chloroflexota
 GCA_004340685.1,Cyanobacteriota+Chloroflexota
 GCA_004339805.1,Cyanobacteriota+Chloroflexota
 GCA_005280655.1,Cyanobacteriota+Chloroflexota
 GCA_002995785.1,Cyanobacteriota+Chloroflexota
 GCA_001544015.1,Cyanobacteriota+Chloroflexota
 GCA_000331995.1,Cyanobacteriota+Chloroflexota
 GCA_000620305.1,Cyanobacteriota+Chloroflexota
 GCA_900107815.1,Cyanobacteriota+Chloroflexota
 GCA_000526995.1,Cyanobacteriota+Chloroflexota
 GCA_900112085.1,Cyanobacteriota+Chloroflexota
 GCA_000577815.1,Cyanobacteriota+Chloroflexota
 GCA_003991135.1,Cyanobacteriota+Chloroflexota
 GCA_900070325.1,Cyanobacteriota+Chloroflexota
 GCA_000621505.1,Cyanobacteriota+Chloroflexota
 GCA_004143605.1,Cyanobacteriota+Chloroflexota
 GCA_001592105.1,Cyanobacteriota+Chloroflexota
 GCA_004345005.1,Cyanobacteriota+Chloroflexota
 GCA_900461125.1,Cyanobacteriota+Chloroflexota
 GCA_000312365.2,Cyanobacteriota+Chloroflexota
 GCA_004342165.1,Cyanobacteriota+Chloroflexota
 GCA_002008345.1,Cyanobacteriota+Chloroflexota
 GCA_009877435.1,Cyanobacteriota+Chloroflexota
 GCA_009877425.1,Cyanobacteriota+Chloroflexota
 GCA_002029235.1,Cyanobacteriota+Chloroflexota
 GCA_900111615.1,Cyanobacteriota+Chloroflexota
 GCA_900167605.1,Cyanobacteriota+Chloroflexota
 GCA_001513185.1,Cyanobacteriota+Chloroflexota
 GCA_001512835.1,Cyanobacteriota+Chloroflexota
 GCA_001513145.1,Cyanobacteriota+Chloroflexota
 GCA_001513125.1,Cyanobacteriota+Chloroflexota
 GCA_001512545.1,Cyanobacteriota+Chloroflexota
 GCA_001512905.1,Cyanobacteriota+Chloroflexota
 GCA_001512555.1,Cyanobacteriota+Chloroflexota
 GCA_001512505.1,Cyanobacteriota+Chloroflexota
 GCA_001512945.1,Cyanobacteriota+Chloroflexota
 GCA_001512625.1,Cyanobacteriota+Chloroflexota
 GCA_001512745.1,Cyanobacteriota+Chloroflexota
 GCA_001512765.1,Cyanobacteriota+Chloroflexota
 GCA_001512485.1,Cyanobacteriota+Chloroflexota
 GCA_001513105.1,Cyanobacteriota+Chloroflexota
 GCA_001512685.1,Cyanobacteriota+Chloroflexota
 GCA_001512665.1,Cyanobacteriota+Chloroflexota
 GCA_001513075.1,Cyanobacteriota+Chloroflexota
 GCA_900100845.1,Cyanobacteriota+Chloroflexota
 GCA_000733755.1,Cyanobacteriota+Chloroflexota
 GCA_000255115.3,Cyanobacteriota+Chloroflexota
 GCA_009696675.1,Cyanobacteriota+Chloroflexota
 GCA_000166415.1,Cyanobacteriota+Chloroflexota
 GCA_000247605.1,Cyanobacteriota+Chloroflexota
 GCA_900176115.1,Cyanobacteriota+Chloroflexota
 GCA_900112155.1,Cyanobacteriota+Chloroflexota
 GCA_003609645.1,Cyanobacteriota+Chloroflexota
 GCA_002207765.1,Cyanobacteriota+Chloroflexota
 GCA_900111235.1,Cyanobacteriota+Chloroflexota
 GCA_001047375.1,Cyanobacteriota+Chloroflexota
 GCA_000145275.1,Cyanobacteriota+Chloroflexota
 GCA_901482605.1,Cyanobacteriota+Chloroflexota
 GCA_001854185.1,Cyanobacteriota+Chloroflexota
 GCA_001190785.1,Cyanobacteriota+Chloroflexota
 GCA_000196455.1,Cyanobacteriota+Chloroflexota
 GCA_000022065.1,Cyanobacteriota+Chloroflexota
 GCA_900101295.1,Cyanobacteriota+Chloroflexota
 GCA_900115365.1,Cyanobacteriota+Chloroflexota
 GCA_001636845.1,Cyanobacteriota+Chloroflexota
 GCA_900129365.1,Cyanobacteriota+Chloroflexota
 GCA_014333445.1,Cyanobacteriota+Chloroflexota
 GCA_003614235.1,Cyanobacteriota+Chloroflexota
 GCA_000968375.1,Cyanobacteriota+Chloroflexota
 GCA_000383295.1,Cyanobacteriota+Chloroflexota
 GCA_000299355.1,Cyanobacteriota+Chloroflexota
 GCA_000235605.1,Cyanobacteriota+Chloroflexota
 GCA_000215085.1,Cyanobacteriota+Chloroflexota
 GCA_000189755.3,Cyanobacteriota+Chloroflexota
 GCA_900129285.1,Cyanobacteriota+Chloroflexota
 GCA_000597865.1,Cyanobacteriota+Chloroflexota
 GCA_900104415.1,Cyanobacteriota+Chloroflexota
 GCA_900205925.1,Cyanobacteriota+Chloroflexota
 GCA_900176335.1,Cyanobacteriota+Chloroflexota
 GCA_000174415.1,Cyanobacteriota+Chloroflexota
 GCA_900129935.1,Cyanobacteriota+Chloroflexota
 GCA_900142955.1,Cyanobacteriota+Chloroflexota
 GCA_000763575.1,Cyanobacteriota+Chloroflexota
 GCA_000165465.1,Cyanobacteriota+Chloroflexota
 GCA_000219125.2,Cyanobacteriota+Chloroflexota
 GCA_000307225.1,Cyanobacteriota+Chloroflexota
 GCA_900101835.1,Cyanobacteriota+Chloroflexota
 GCA_000488855.1,Cyanobacteriota+Chloroflexota
 GCA_000510425.1,Cyanobacteriota+Chloroflexota
 GCA_004341395.1,Cyanobacteriota+Chloroflexota
 GCA_000019165.1,Cyanobacteriota+Chloroflexota
 GCA_000179595.2,Cyanobacteriota+Chloroflexota
 GCA_000018325.1,Cyanobacteriota+Chloroflexota
 GCA_003208175.1,Cyanobacteriota+Chloroflexota
 GCA_000376385.1,Cyanobacteriota+Chloroflexota
 GCA_000430885.1,Cyanobacteriota+Chloroflexota
 GCA_000243135.3,Cyanobacteriota+Chloroflexota
 GCA_000233715.3,Cyanobacteriota+Chloroflexota
 GCA_000160695.1,Cyanobacteriota+Chloroflexota
 GCA_000234095.1,Cyanobacteriota+Chloroflexota
 GCA_000687555.1,Cyanobacteriota+Chloroflexota
 GCA_900142095.1,Cyanobacteriota+Chloroflexota
 GCA_002006355.1,Cyanobacteriota+Chloroflexota
 GCA_900167445.1,Cyanobacteriota+Chloroflexota
 GCA_001571775.1,Cyanobacteriota+Chloroflexota
 GCA_001317355.1,Cyanobacteriota+Chloroflexota
 GCA_001693735.1,Cyanobacteriota+Chloroflexota
 GCA_000208405.1,Cyanobacteriota+Chloroflexota
 GCA_900142005.1,Cyanobacteriota+Chloroflexota
 GCA_000577895.1,Cyanobacteriota+Chloroflexota
 GCA_900115135.1,Cyanobacteriota+Chloroflexota
 GCA_900112775.1,Cyanobacteriota+Chloroflexota
 GCA_001513365.1,Cyanobacteriota+Chloroflexota
 GCA_001513385.1,Cyanobacteriota+Chloroflexota
 GCA_001513335.1,Cyanobacteriota+Chloroflexota
 GCA_001513495.1,Cyanobacteriota+Chloroflexota
 GCA_001513505.1,Cyanobacteriota+Chloroflexota
 GCA_001513425.1,Cyanobacteriota+Chloroflexota
 GCA_001513395.1,Cyanobacteriota+Chloroflexota
 GCA_001513545.1,Cyanobacteriota+Chloroflexota
 GCA_000019085.1,Cyanobacteriota+Chloroflexota
 GCA_000428745.1,Cyanobacteriota+Chloroflexota
 GCA_900460315.1,Cyanobacteriota+Chloroflexota
 GCA_003992115.1,Cyanobacteriota+Chloroflexota
 GCA_001950325.1,Cyanobacteriota+Chloroflexota
 GCA_002216005.1,Cyanobacteriota+Chloroflexota
 GCA_011375465.1,Cyanobacteriota+Chloroflexota
 GCA_900115975.1,Cyanobacteriota+Chloroflexota
 GCA_004524775.1,Cyanobacteriota+Chloroflexota
 GCA_900128885.1,Cyanobacteriota+Chloroflexota
 GCA_001855385.1,Cyanobacteriota+Chloroflexota
 GCA_900167115.1,Cyanobacteriota+Chloroflexota
 GCA_000518685.1,Cyanobacteriota+Chloroflexota
 GCA_900167215.1,Cyanobacteriota+Chloroflexota
 GCA_001458595.1,Cyanobacteriota+Chloroflexota
 GCA_900129925.1,Cyanobacteriota+Chloroflexota
 GCA_900637515.1,Cyanobacteriota+Chloroflexota
 GCA_000421725.1,Cyanobacteriota+Chloroflexota
 GCA_000711975.1,Cyanobacteriota+Chloroflexota
 GCA_900142075.1,Cyanobacteriota+Chloroflexota
 GCA_002998295.1,Cyanobacteriota+Chloroflexota
 GCA_000946815.1,Cyanobacteriota+Chloroflexota
 GCA_900101355.1,Cyanobacteriota+Chloroflexota
 GCA_900129965.1,Cyanobacteriota+Chloroflexota
 GCA_014202695.1,Cyanobacteriota+Chloroflexota
 GCA_000169255.2,Cyanobacteriota+Chloroflexota
 GCA_900129195.1,Cyanobacteriota+Chloroflexota
 GCA_900106765.1,Cyanobacteriota+Chloroflexota
 GCA_000328625.1,Cyanobacteriota+Chloroflexota
 GCA_900111575.1,Cyanobacteriota+Chloroflexota
 GCA_005046945.1,Cyanobacteriota+Chloroflexota
 GCA_014201835.1,Cyanobacteriota+Chloroflexota
 GCA_900115735.1,Cyanobacteriota+Chloroflexota
 GCA_003433295.1,Cyanobacteriota+Chloroflexota
